processed_tweet,final_class,tweetid
 My non-medical mother used to write on things “poison and causes diarrhea”. Darn did they frozen cookies taste great though,0,3740
2 Kills; no Chills <U+0001F60E> gaming pc clip play funny TikTok epic epicgames fortnite fortniteclips fun lol win nice s…,0,3741
I feel like I’m going to throw up or pass out or both. <U+0001F922> Why is life so fucking stressful <U+0001F62D><U+0001F62D>,0,3742
SHUT UP OMG! THEY PLAYED CHICKEN NOODLE SOUP AT THE  GAME TODAY BY _twt 's JHOPE <U+0001F62D><U+0001F495> my inner fangirl is cry…,0,3743
_Fever Headcanon it could happen off screen and that is what I believe.,0,3744
   Pardon my misunderstanding - I may have a little twitter fatigue regarding the validity of masks. Thought you were in the other camp,0,3745
Check out Pacmanfeverr's video! TikTok  truedopes liberals,0,3746
You actually think liberals will throw up their hands and try to reconcile if we give up Trump?   This way of thinking wi…,0,3747
 Never. Even the thought is nauseating.,0,3748
That version of Oh Canada gave me chills; not gonna lie.,0,3749
It gave me chills watched the warm up and National Anthem in Montreal... Tell me fans dont make a difference.  Montreal look…,0,3750
I'll die of a headache,0,3751
It gave me chills watched the warm up and National Anthem in Montreal... Tell me fans dont make a difference.  Mont… ,0,3752
  Can we just skip to S4?,0,3753
 _ I was so nauseous after lol.,0,3754
_tamara I got chills when I saw this photo. This is so horrific,0,3755
"Starving for air, blurred vision w fatigue. I have had my cardiac test done and all was ""normal"". How do I get my GP to consider POTS without seeming crazy? I've concluded it's possibly orthostatic intolerance or dysautonomia?  Any wisdom appreciated <U+0001F64F> Auds
DisabilityTwitter",0,3756
Watch: CTV Saskatoon's Carla Shynkaruk takes a look at how the JCPH has adapted to the pandemic.<U+200B> ,0,3757
Bro we went to go play billiards for gym today and I won a couple times haha. One was against the best pool player… ,0,3758
I was so productive yesterday but in the wrong places. I baked; did laundry; showered and brushed my teeth. But I o… ,0,3759
RT _tweet: You work in a petrol station Michael. It's not the Gulf War. Which ironically is like a large petrol station.,0,3760
 That was the main thing out of this presser? People are getting fatigued with these news conferences that… ,0,3761
  how many retweets for a signed shirt ? <U+0001F64F>,0,3762
We've really entered into a new stage of this pandemic and with covid fatigue; flat out covid deniers; and inconsis… ,0,3763
_shirley_anne _Blyther  __ _atthewShirley  ___… ,0,3764
_Blyther __ _shirley_anne  _atthewShirley  ___ __… ,0,3765
UPDATE: The road is clear for now but crews will be keeping an eye on it for drifting snow. yxetraffic skstorm,0,3766
All ibuprofened up and heading to bed. Here’s hoping tomorrow brings a treatment plan for my weird bloodwork and extreme fatigue <U+0001F634>,0,3767
owwwww. <U+0001F62D>  my ribs and my abs and my head are sore from coughing friday night; and now when I even cough a little I… ,1,3768
 Lmao!! He can try <U+0001F602><U+0001F602><U+0001F602> but anyways we aren't going there till hes there.   Ewww its gross to even think. Let me go throw up!,0,3769
Bronchitis is a common illness that leads to persistent coughing and heavy congestion. cough… ,0,3770
RT _Stride: The pandemic fatigue is real; but there are things we can actively do to help make this difficult time a little easier……,0,3771
great day to be alive still,0,3772
Someone coughed in her face accidentally. <U+0001F646><U+0001F3FF><U+200D><U+2640><U+FE0F><U+0001F926><U+200D><U+2640><U+FE0F> ,0,3773
 *when,0,3774
_No_Riches _STiXX Yeah two all stars and Middleton is awesome,0,3775
   Popsicle headache. Yes. This is how to describe how I feel after reading it. Th…,0,3776
I already have an headache; so I am decided to watch the mayoral debate. yxevotes,0,3777
_yukti Fa cough k?,0,3778
lucas wavy nct coughing cough  ,0,3779
 I watched it somewhere Max Keiser I think; the minimum wage from 2011-2019 remained at $7.25 while CEO pay has…,0,3780
fatigue is back; i'm isolating while waiting for a covid result; and i am so fucking depressed,1,3781
  When I hear the word China I immediately vomit in my mouth a little BoycottChina ChinaLiedAndPeopleDied,0,3782
 Been thinking the same. It’s not boredom and it’s not cabin fever. It’s not entirely terrible but it’s ce… ,0,3783
I think...my fever has finally broke. Hopefully it doesn't come back. Still feeling a bit warm; but definitely feel… ,1,3784
 is  asking about loss of smell in screening? It seems to be a growing indicator of infection… ,0,3785
Greater Anglia is making temporary changes to ticket office opening hours at some stations and reducing a small number…,0,3786
Sleepless night number two in the books. My pain meds and the nausea meds are staggered; and they both start to wea… ,0,3787
_vomit I was an out bisexual and an easy target. She was insecure and wanted to alienate me from my friends… ,0,3788
ICYMI: Is Scott Moe getting COVID fatigue? (Inside the Marble Palace) ,0,3789
 Ugh. I’m pretty sure I heard you cough while typing...just saying,0,3790
 Which means they probably won’t be up for this game hahaha,0,3791
_Flow I can't run a bunch of that stuff because of ad nauseam. <U+0001F937><U+0001F3FC><U+200D><U+2642><U+FE0F>,0,3792
 i get headaches really easily so i only listen to the cleaned version <U+0001F614>,0,3793
Also the last loss was worse this was just nauseating after the PTSD of that last game lol,0,3794
 Suggest it through the proper channels; MIKE,0,3795
"sorry for  video being late today i had nausea the entire time i was editing it and had to take frequent breaks

you'll know when u see it",0,3796
"A vaccine is being developed and sent to China to inject pigs there where the fever has reportedly killed as much as 65 per cent of its swine herd.

",0,3797
RT _: I'm going to vomit. This is stunning.,0,3798
ICYMI: Thanks to  we can now work with the African swine fever virus in our CL3 facility. This collab… ,0,3799
  I boarded a pla e 2 days ago that smelled of vomit. It was so vile I'm surprised no one on that flight followed suit.,0,3800
 _FlamesFan What is our d core supposed to be like after subtracting 3 top 4 dmen? ,0,3801
 It’s a scam that convinces you that vomit is edible with tapioca,0,3802
"Also, I see I made a typo in review. It should read, “the smell in THIS cannabis makes me feel a bit nauseous”, not “the smell in cannabis makes me feel a bit nauseous. “ Whoops <U+0001F643>",0,3803
I'm going to vomit. This is stunning.,0,3804
Limbocast vs Feverjaw  via   check out ,0,3805
WATCH: With the first cases of a new variant detected; health experts say it's critical the province increase testing number…,0,3806
 stop i'm going to throw up,0,3807
"Shoutout to  for Ultra Sour. ~24%THC, pinene? Barely a cough, even at high temps, terps outstanding, calming for me, settles gut. Terpene list somewhere? _fragrant    sea of trichomes ",0,3808
my cousin made some weird salad that tasted like it had protein shake in it and it gave me a headache,0,3809
“Oh my god; your flatiron!” Lady; that’s the least of your problems <U+0001F602> ,0,3810
I know you’re not supposed to; but goddamn a wet q-tip in the ear feels so good.,0,3811
 Tell me more about how the Cs and Nugs are better than the Raps... ,0,3812
2020; it’s the second day of the decade; woken up with a headache; work’s started out quite inconveniently; and I’v… ,0,3813
God I feel like I just slept half my day away. And I still have a headache.,1,3814
<U+0001F385> COINS GIVEAWAY<U+0001F385>  150.000 coins to 1 winner!  To enter:  <U+0001F381> Like <U+0001F381> Retweet <U+0001F381> Follow us  Ends in 24h,0,3815
I wanna go home and lay in the bathtub with a blanket cause I just wanna throw up but instead I'm at family dinner… ,0,3816
This thread. Is heart breaking; nauseating;  angering. Canada...DO BETTER. No..just be HUMAN...DECENT humans.  I wi… ,0,3817
Moderna + 23 hours: sore arm (4/10); headache (2/10); body chills (4/10); acetaminophen,0,3818
i wanna throw up for no reason,0,3819
One of my Facebook friends earlier: 'Anyone else have a headache?' Me: 'Kinda?' My head: 'Hold my beer.',0,3820
_fever  _quilt Can I be the roadie?,0,3821
  maybe he was just a fever dream,0,3822
Butterflies have a great sense of smell. Rotten or soft fruit that’s last it’s prime is a delicious treat for butte… ,0,3823
Such a bad headache. <U+0001F629>,0,3824
   We cover movies; remakes; and sequels.,0,3825
History with Phil: How 'Uranium fever' swept the nation ,0,3826
lrt I gave myself a headache using my last two braincells at max capacity trying to remember how exponents work,0,3827
If Jose Mourinho wins the league with Spurs he will go down as the greatest football manager of our generation.,0,3828
RT _pas:  That fatigue is a completely different beast than being tired,0,3829
but seeing you with her makes me want to throw up :)  <U+2728>Merch out now - Link in my bio baby<U+2728> • Throwback to the La.… ,0,3830
Really hate the days leading up to menstruation cuz ur whole body aches and u want to eat everything in sight but u… ,0,3831
since my mom hates being on camera it’s just me n my victorious folder i’ve had since like 2012  stuckwith…,0,3832
alright manifesting :  sb projects WILL dm me  sb projects WILL dm me  sb projects WILL dm me,0,3833
_diarrhea _eileen That would be sooooooo much worse!,0,3834
_diarrhea _eileen Coughed while watching the trailers before a movie and threw my back out. Was seate… ,0,3835
Shortness of breath  Muscle or joint pain Headache ,0,3836
The man in spectacles was identified on Twitter as . After denial; he deleted his account. Of course he is roaming fr…,0,3837
 Keep warm guys.. Thank you for the prompt update.. Hope you can restore it immediately.. I have a fever and the house is gonna be cold later..,1,3838
RT _Here: Good morning! ,0,3839
 I'm the same on Twitter as well; except you can't smell the whiskey on Twitter <U+0001F602>,0,3840
 The score still gives me chills; it’s so cool!!,0,3841
_perry  Solar. For a freezer. In the cold dark north!,0,3842
If every Canadian looked in the mirror and asked;” are you racist?”  The answer from the vast majority would be a resoun…,0,3843
